fold,human_gene,target_gene,h_chrom,h_strand,h_gc,h_rep,t_chrom,t_strand,t_gc,t_rep
train,ENSG00000150477,ENSMMUG00000006864,chr18,+,0.6380,0.0000,18,-,0.5830,0.3560
train,ENSG00000172296,ENSMMUG00000000089,chr20,+,0.4030,0.0000,10,-,0.4230,0.3160
train,ENSG00000113460,ENSMMUG00000038794,chr5,+,0.5750,0.0000,6,+,0.5630,0.1070
train,ENSG00000134375,ENSMMUG00000001924,chr1,+,0.5280,0.0000,1,+,0.5250,0.5920
train,ENSG00000156976,ENSMMUG00000003702,chr3,+,0.4260,0.0000,2,-,0.4350,0.0590
train,ENSG00000238578,ENSMMUG00000027366,chr17,+,0.5030,0.0000,16,+,0.4500,0.2400
train,ENSG00000187258,ENSMMUG00000014226,chr7,+,0.4620,0.0000,3,-,0.4960,0.2670
train,ENSG00000265675,ENSMMUG00000040549,chr19,+,0.4810,0.0000,19,+,0.5000,0.9920
train,ENSG00000101746,ENSMMUG00000017276,chr18,-,0.4550,0.0000,18,+,0.5980,0.1850
train,ENSG00000217236,ENSMMUG00000023005,chr2,+,0.5610,0.0000,12,+,0.5600,0.0980
test,ENSG00000147592,ENSMMUG00000012513,chr8,-,0.5560,0.0000,8,-,0.5560,0.4680
train,ENSG00000212510,ENSMMUG00000032857,chrX,+,0.4040,0.0000,X,+,0.3890,0.4420
train,ENSG00000146276,ENSMMUG00000014943,chr6,-,0.3710,0.0000,4,+,0.4050,0.8250
train,ENSG00000008083,ENSMMUG00000015362,chr6,+,0.7010,0.0000,4,-,0.6360,0.1040
train,ENSG00000166246,ENSMMUG00000014311,chr16,+,0.5920,0.0000,20,+,0.4870,0.6140
test,ENSG00000207450,ENSMMUG00000024008,chr8,-,0.4570,0.0000,8,-,0.4440,0.3770
train,ENSG00000142444,ENSMMUG00000053764,chr19,+,0.6360,0.0000,19,+,0.6390,0.0390
train,ENSG00000188580,ENSMMUG00000013322,chr6,+,0.7000,0.0000,4,+,0.7550,0.2700
train,ENSG00000243543,ENSMMUG00000003809,chr20,-,0.4760,0.0000,10,-,0.4510,0.5970
train,ENSG00000238590,ENSMMUG00000060462,chr7,-,0.5200,0.0000,3,-,0.5160,0.0000
test,ENSG00000136932,ENSMMUG00000015654,chr9,-,0.4710,0.0000,15,+,0.4570,0.1350
train,ENSG00000163114,ENSMMUG00000021359,chr4,+,0.4020,0.0000,5,+,0.3520,0.2020
train,ENSG00000169860,ENSMMUG00000031540,chr3,+,0.5310,0.0000,2,+,0.6810,0.0160
train,ENSG00000185002,ENSMMUG00000017189,chr6,+,0.5760,0.0000,4,+,0.5170,0.0000
test,ENSG00000180053,ENSMMUG00000020863,chr8,-,0.5920,0.0000,8,-,0.6090,0.0000
val,ENSG00000152455,ENSMMUG00000017174,chr10,+,0.6440,0.0000,9,+,0.6430,0.1090
train,ENSG00000130348,ENSMMUG00000008330,chr6,+,0.4440,0.0000,4,-,0.4150,0.3300
train,ENSG00000101558,ENSMMUG00000062614,chr18,+,0.5540,0.0000,18,+,0.5680,0.0640
train,ENSG00000200231,ENSMMUG00000036189,chr20,+,0.4350,0.0000,10,-,0.4360,0.4950
train,ENSG00000100385,ENSMMUG00000005417,chr22,-,0.5510,0.0000,10,+,0.3740,1.0000
train,ENSG00000088926,ENSMMUG00000011634,chr4,+,0.4160,0.0000,5,+,0.3860,0.0620
train,ENSG00000099956,ENSMMUG00000009098,chr22,+,0.5440,0.0000,10,+,0.4250,0.7550
train,ENSG00000185105,ENSMMUG00000012898,chr17,-,0.5230,0.0000,16,-,0.4820,0.9130
train,ENSG00000077279,ENSMMUG00000015312,chrX,-,0.3670,0.0000,X,-,0.3630,0.1080
train,ENSG00000188694,ENSMMUG00000055735,chr21,-,0.3750,0.0000,3,+,0.3890,0.0000
test,ENSG00000155975,ENSMMUG00000044812,chr8,+,0.5760,0.0000,8,+,0.6550,0.1290
val,ENSG00000178473,ENSMMUG00000050337,chr10,+,0.4680,0.0000,9,+,0.4700,0.4390
train,ENSG00000284536,ENSMMUG00000026970,chr13,+,0.3270,0.0000,17,+,0.3330,0.0380
train,ENSG00000172725,ENSMMUG00000005488,chr11,-,0.5070,0.0000,14,+,0.5230,0.7640
train,ENSG00000139266,ENSMMUG00000046540,chr12,+,0.5520,0.0000,11,+,0.7030,0.3640
train,ENSG00000102531,ENSMMUG00000023756,chr13,+,0.5350,0.0000,17,+,0.4960,0.0230
train,ENSG00000207013,ENSMMUG00000028440,chr5,-,0.3230,0.0000,6,-,0.3100,0.0730
train,ENSG00000199936,ENSMMUG00000027972,chr2,-,0.4730,0.0000,13,+,0.4280,0.5610
train,ENSG00000239708,ENSMMUG00000038950,chr5,-,0.3730,0.0000,6,-,0.3730,0.4450
train,ENSG00000168496,ENSMMUG00000006657,chr11,+,0.5680,0.0000,14,-,0.5560,0.0640
train,ENSG00000241789,ENSMMUG00000037702,chr3,+,0.3730,0.0000,2,+,0.3750,0.9900
train,ENSG00000112562,ENSMMUG00000014474,chr6,+,0.6030,0.0000,4,-,0.5230,0.0380
train,ENSG00000168807,ENSMMUG00000016637,chr16,+,0.5240,0.0000,20,+,0.5100,0.3260
train,ENSG00000167005,ENSMMUG00000038955,chr16,-,0.4250,0.0000,20,-,0.5470,0.2010
train,ENSG00000088888,ENSMMUG00000017150,chr20,+,0.6020,0.0000,10,-,0.4860,0.9370
test,ENSG00000221387,ENSMMUG00000033670,chr8,+,0.4830,0.0000,8,+,0.4730,0.9620
train,ENSG00000175329,ENSMMUG00000061326,chr22,+,0.5050,0.0000,10,-,0.5250,0.1100
train,ENSG00000125386,ENSMMUG00000013158,chr4,+,0.7250,0.0000,5,+,0.7640,0.3620
train,ENSG00000175785,ENSMMUG00000042148,chr14,-,0.7030,0.0000,7,-,0.6590,0.1420
train,ENSG00000100593,ENSMMUG00000013555,chr14,-,0.6850,0.0000,7,-,0.5680,0.2880
train,ENSG00000152147,ENSMMUG00000009174,chr2,+,0.6160,0.0000,13,-,0.4670,0.0150
train,ENSG00000212360,ENSMMUG00000052838,chr1,+,0.4100,0.0000,1,-,0.4180,0.5210
train,ENSG00000127824,ENSMMUG00000019628,chr2,-,0.4900,0.0000,12,-,0.4930,0.7320
train,ENSG00000116062,ENSMMUG00000022842,chr2,+,0.4860,0.0000,13,-,0.5920,0.4640
train,ENSG00000199047,ENSMMUG00000026873,chr5,+,0.6020,0.0000,6,+,0.6060,0.1490
train,ENSG00000244218,ENSMMUG00000047073,chr7,+,0.4010,0.0000,3,+,0.3770,0.4630
train,ENSG00000252494,ENSMMUG00000036901,chr11,-,0.4780,0.0000,14,-,0.4600,1.0000
train,ENSG00000151704,ENSMMUG00000003144,chr11,-,0.2750,0.0000,14,-,0.3680,0.8000
train,ENSG00000240563,ENSMMUG00000006485,chr1,+,0.5070,0.0000,1,-,0.3710,0.4530
test,ENSG00000164919,ENSMMUG00000000165,chr8,-,0.4460,0.0000,8,-,0.4530,0.1790
train,ENSG00000145476,ENSMMUG00000011632,chr4,+,0.6390,0.0000,5,+,0.7320,0.0000
train,ENSG00000196715,ENSMMUG00000021235,chr7,+,0.5020,0.0000,3,-,0.4610,0.7220
test,ENSG00000136842,ENSMMUG00000012278,chr9,+,0.3550,0.0000,15,-,0.5110,0.2170
train,ENSG00000188419,ENSMMUG00000016776,chrX,-,0.4290,0.0000,X,-,0.4160,0.0000
train,ENSG00000173548,ENSMMUG00000016106,chr15,+,0.6670,0.0000,7,+,0.6510,0.1080
train,ENSG00000204356,ENSMMUG00000000735,chr6,-,0.5330,0.0000,4,+,0.5410,0.1000
train,ENSG00000164172,ENSMMUG00000020449,chr5,-,0.4430,0.0000,6,-,0.4620,0.4910
train,ENSG00000152953,ENSMMUG00000016922,chr4,+,0.5910,0.0000,5,-,0.5860,0.1830
train,ENSG00000104055,ENSMMUG00000022256,chr15,-,0.4990,0.0000,7,-,0.5190,0.0070
train,ENSG00000222213,ENSMMUG00000036593,chr5,-,0.4810,0.0000,6,-,0.4630,0.9840
train,ENSG00000169933,ENSMMUG00000010252,chrX,+,0.4360,0.0000,X,+,0.6740,0.0000
train,ENSG00000129347,ENSMMUG00000011951,chr19,-,0.5490,0.0000,19,-,0.5540,0.0190
train,ENSG00000206781,ENSMMUG00000028330,chr15,-,0.4470,0.0000,7,-,0.4390,0.6340
train,ENSG00000206898,ENSMMUG00000025990,chr2,-,0.5010,0.0000,13,+,0.5010,0.5520
train,ENSG00000147262,ENSMMUG00000008388,chrX,-,0.4590,0.0000,X,-,0.4670,0.0000
train,ENSG00000199857,ENSMMUG00000026786,chr4,+,0.4030,0.0000,5,-,0.4010,0.0360
train,ENSG00000160214,ENSMMUG00000012304,chr21,+,0.5610,0.0000,3,-,0.6340,0.8500
train,ENSG00000177673,ENSMMUG00000060551,chr2,+,0.5140,0.0000,12,+,0.5010,0.5420
train,ENSG00000196646,ENSMMUG00000014351,chr19,+,0.4620,0.0000,19,+,0.5240,0.6450
train,ENSG00000165675,ENSMMUG00000013162,chrX,-,0.4040,0.0000,X,-,0.4460,0.2310
train,ENSG00000196141,ENSMMUG00000008101,chr2,+,0.4240,0.0000,12,+,0.3720,0.5190
train,ENSG00000261210,ENSMMUG00000051373,chr16,+,0.4710,0.0000,20,+,0.4460,0.5140
train,ENSG00000207548,ENSMMUG00000032847,chr2,-,0.3360,0.0000,13,+,0.3530,0.4340
train,ENSG00000141744,ENSMMUG00000062416,chr17,+,0.6860,0.0000,16,+,0.7060,0.1760
val,ENSG00000166348,ENSMMUG00000001821,chr10,-,0.5100,0.0000,9,+,0.3880,0.0570
train,ENSG00000184162,ENSMMUG00000010723,chr19,-,0.5520,0.0000,19,-,0.5450,0.3410
train,ENSG00000101109,ENSMMUG00000013212,chr20,+,0.5070,0.0000,10,+,0.5110,0.2860
train,ENSG00000103671,ENSMMUG00000009882,chr15,+,0.4370,0.0000,7,+,0.4680,0.3380
train,ENSG00000034713,ENSMMUG00000051441,chr16,+,0.5570,0.0000,20,+,0.5330,0.2810
train,ENSG00000131375,ENSMMUG00000006658,chr3,+,0.4300,0.0000,2,-,0.4560,0.3100
train,ENSG00000070526,ENSMMUG00000022408,chr17,-,0.4910,0.0000,16,-,0.4900,0.6800
train,ENSG00000238964,ENSMMUG00000042852,chr16,+,0.4380,0.0000,20,+,0.4280,0.6070
train,ENSG00000154957,ENSMMUG00000018541,chr17,-,0.5380,0.0000,16,-,0.5440,0.1820
train,ENSG00000213231,ENSMMUG00000015838,chr14,+,0.5950,0.0000,7,+,0.5940,0.3020
train,ENSG00000133105,ENSMMUG00000003898,chr13,+,0.3090,0.0000,17,+,0.3020,0.0430
train,ENSG00000162009,ENSMMUG00000002896,chr16,+,0.6640,0.0000,20,+,0.6790,0.1080
train,ENSG00000204335,ENSMMUG00000002690,chr2,+,0.5990,0.0000,12,+,0.6070,0.1040
train,ENSG00000112715,ENSMMUG00000004577,chr6,+,0.6260,0.0000,4,-,0.6330,0.0950
train,ENSG00000168582,ENSMMUG00000049611,chr2,-,0.3740,0.0000,12,-,0.3860,0.2060
train,ENSG00000106399,ENSMMUG00000000854,chr7,-,0.3380,0.0000,3,+,0.4360,0.2250
train,ENSG00000178935,ENSMMUG00000005339,chr19,-,0.5370,0.0000,19,-,0.5530,0.5360
train,ENSG00000277512,ENSMMUG00000032815,chr17,+,0.4560,0.0000,16,-,0.4650,0.3990
train,ENSG00000166396,ENSMMUG00000016615,chr18,+,0.4480,0.0000,18,-,0.4340,0.2330
train,ENSG00000100417,ENSMMUG00000001853,chr22,-,0.5640,0.0000,10,+,0.5280,0.5670
test,ENSG00000181634,ENSMMUG00000012892,chr9,-,0.4240,0.0000,15,+,0.4320,0.3910
train,ENSG00000235268,ENSMMUG00000059644,chr11,+,0.4540,0.0000,14,+,0.4790,0.4900
train,ENSG00000132313,ENSMMUG00000020932,chr2,+,0.5130,0.0000,13,-,0.4960,0.6560
train,ENSG00000168461,ENSMMUG00000052840,chr18,+,0.5910,0.0000,18,+,0.6060,0.2250
train,ENSG00000110888,ENSMMUG00000001359,chr12,-,0.5600,0.0000,11,-,0.4460,1.0000
val,ENSG00000075891,ENSMMUG00000009163,chr10,+,0.5660,0.0000,9,+,0.6380,0.1950
train,ENSG00000134049,ENSMMUG00000059289,chr18,-,0.4800,0.0000,18,+,0.4880,0.8380
train,ENSG00000166743,ENSMMUG00000004226,chr16,-,0.4240,0.0000,20,+,0.4810,0.3120
train,ENSG00000168004,ENSMMUG00000018316,chr11,-,0.4610,0.0000,14,+,0.4730,0.6520
train,ENSG00000188559,ENSMMUG00000018371,chr20,-,0.5970,0.0000,10,+,0.5010,0.1680
train,ENSG00000171495,ENSMMUG00000004774,chr5,-,0.4070,0.0000,6,-,0.4170,0.0830
train,ENSG00000145911,ENSMMUG00000017607,chr5,+,0.5550,0.0000,6,+,0.4540,0.7240
train,ENSG00000092208,ENSMMUG00000021028,chr14,+,0.3510,0.0000,7,+,0.3560,0.1730
train,ENSG00000181523,ENSMMUG00000002849,chr17,-,0.6260,0.0000,16,-,0.7010,0.2670
train,ENSG00000206901,ENSMMUG00000026618,chr2,+,0.3160,0.0000,12,+,0.3440,0.4860
train,ENSG00000171611,ENSMMUG00000000460,chr6,+,0.5230,0.0000,4,-,0.5150,0.6990
train,ENSG00000161921,ENSMMUG00000004891,chr17,-,0.5920,0.0000,16,-,0.6230,0.0000
train,ENSG00000213859,ENSMMUG00000039331,chr17,+,0.6950,0.0000,16,+,0.7310,0.0950
train,ENSG00000174521,ENSMMUG00000029834,chr19,-,0.5110,0.0000,19,-,0.5040,0.8130
train,ENSG00000237649,ENSMMUG00000007477,chr6,+,0.5460,0.0000,4,-,0.4930,0.6030
train,ENSG00000237515,ENSMMUG00000013837,chr16,+,0.6760,0.0000,20,+,0.7330,0.2240
train,ENSG00000207203,ENSMMUG00000049340,chr13,+,0.4720,0.0000,17,+,0.4730,0.7910
val,ENSG00000213390,ENSMMUG00000047189,chr10,-,0.4210,0.0000,9,-,0.4260,0.4730
train,ENSG00000180346,ENSMMUG00000039305,chr4,+,0.6460,0.0000,5,+,0.6560,0.0630
train,ENSG00000083635,ENSMMUG00000016609,chr13,-,0.5340,0.0000,17,-,0.5320,0.1250
train,ENSG00000177595,ENSMMUG00000016715,chr11,-,0.6620,0.0000,14,-,0.6350,0.3070
train,ENSG00000223263,ENSMMUG00000034895,chr1,+,0.3870,0.0000,1,-,0.3950,0.3550
train,ENSG00000156261,ENSMMUG00000003023,chr21,-,0.4150,0.0000,3,+,0.4000,0.9570
train,ENSG00000162456,ENSMMUG00000044038,chr1,-,0.5920,0.0000,1,+,0.5850,0.0000
train,ENSG00000138363,ENSMMUG00000012318,chr2,+,0.5130,0.0000,12,+,0.5460,0.5890
train,ENSG00000283567,ENSMMUG00000064682,chr19,-,0.6250,0.0000,19,-,0.6360,0.1270
train,ENSG00000161920,ENSMMUG00000004892,chr17,+,0.5120,0.0000,16,+,0.5030,0.5260
train,ENSG00000163162,ENSMMUG00000057257,chr2,-,0.4850,0.0000,13,-,0.5360,0.1580
train,ENSG00000206914,ENSMMUG00000063016,chr12,+,0.3790,0.0000,11,+,0.3860,0.2960
train,ENSG00000186567,ENSMMUG00000010247,chr19,+,0.5440,0.0000,19,+,0.5230,0.5850
train,ENSG00000185022,ENSMMUG00000045506,chr22,+,0.5110,0.0000,10,-,0.5580,0.8230
train,ENSG00000138448,ENSMMUG00000019462,chr2,+,0.5080,0.0000,12,+,0.5690,0.1540
train,ENSG00000172262,ENSMMUG00000014251,chr5,+,0.5200,0.0000,6,+,0.5840,0.0930
train,ENSG00000100170,ENSMMUG00000013626,chr22,+,0.5950,0.0000,10,-,0.5510,0.1350
test,ENSG00000155875,ENSMMUG00000018394,chr9,-,0.5910,0.0000,15,+,0.5520,0.1730
train,ENSG00000119242,ENSMMUG00000009212,chr12,-,0.7800,0.0000,11,-,0.3710,0.2500
train,ENSG00000251891,ENSMMUG00000050798,chr15,-,0.4120,0.0000,7,-,0.4170,0.7550
train,ENSG00000198886,ENSMMUG00000065387,chrM,+,0.4010,0.0000,MT,+,0.4070,0.0000
train,ENSG00000101199,ENSMMUG00000015911,chr20,+,0.6360,0.0000,10,+,0.5210,0.6570
train,ENSG00000086544,ENSMMUG00000017706,chr19,+,0.5770,0.0000,19,+,0.5660,0.2370
train,ENSG00000183833,ENSMMUG00000000907,chr3,+,0.4450,0.0000,2,-,0.4340,0.5450
train,ENSG00000162851,ENSMMUG00000055490,chr1,-,0.6020,0.0000,1,+,0.6460,0.0070
train,ENSG00000161091,ENSMMUG00000010653,chr19,-,0.5640,0.0000,19,-,0.6380,0.2300
train,ENSG00000157379,ENSMMUG00000010051,chr14,-,0.5910,0.0000,7,-,0.5760,0.0630
train,ENSG00000207153,ENSMMUG00000037344,chr11,-,0.4430,0.0000,14,+,0.4560,0.6780
train,ENSG00000130684,ENSMMUG00000020859,chr20,-,0.3920,0.0000,10,+,0.3900,0.7880
train,ENSG00000168803,ENSMMUG00000017067,chr15,+,0.6510,0.0000,7,+,0.6430,0.0000
train,ENSG00000051620,ENSMMUG00000000122,chr6,+,0.5380,0.0000,4,+,0.6810,0.0110
train,ENSG00000169592,ENSMMUG00000020276,chr16,+,0.6160,0.0000,20,-,0.6390,0.0350
train,ENSG00000101292,ENSMMUG00000052101,chr20,-,0.5360,0.0000,10,+,0.5600,0.2320
train,ENSG00000137877,ENSMMUG00000003844,chr15,-,0.6490,0.0000,7,-,0.6350,0.0000
train,ENSG00000215475,ENSMMUG00000041756,chr13,-,0.3920,0.0000,17,-,0.4000,0.0830
train,ENSG00000127399,ENSMMUG00000005233,chr7,+,0.5300,0.0000,3,+,0.4780,0.6130
train,ENSG00000238243,ENSMMUG00000038159,chr1,+,0.3590,0.0000,1,-,0.3990,0.5260
train,ENSG00000163072,ENSMMUG00000019968,chr2,+,0.4460,0.0000,12,+,0.4050,0.6470
train,ENSG00000137842,ENSMMUG00000006507,chr15,+,0.5100,0.0000,7,+,0.5170,0.5450
train,ENSG00000201343,ENSMMUG00000024819,chr3,-,0.3390,0.0000,2,-,0.3950,0.5940
train,ENSG00000179796,ENSMMUG00000060958,chr3,+,0.5020,0.0000,2,-,0.4720,0.1520
train,ENSG00000068001,ENSMMUG00000006994,chr3,-,0.5910,0.0000,2,-,0.5820,0.0080
train,ENSG00000146678,ENSMMUG00000059330,chr7,+,0.5040,0.0000,3,-,0.4790,0.1900
train,ENSG00000124333,ENSMMUG00000002015,chrX,+,0.4820,0.0000,X,+,0.4470,0.3280
train,ENSG00000175826,ENSMMUG00000010547,chr17,-,0.5070,0.0000,16,-,0.6100,0.0000
train,ENSG00000262152,ENSMMUG00000058718,chr16,+,0.6670,0.0000,20,+,0.6440,0.0000
train,ENSG00000145331,ENSMMUG00000056735,chr4,-,0.3450,0.0000,5,-,0.3550,0.0000
train,ENSG00000133316,ENSMMUG00000018779,chr11,-,0.5290,0.0000,14,+,0.5210,0.5580
train,ENSG00000212391,ENSMMUG00000032945,chr2,-,0.3850,0.0000,12,-,0.3880,0.1750
train,ENSG00000135744,ENSMMUG00000005881,chr1,-,0.4450,0.0000,1,+,0.4750,0.3930
test,ENSG00000185963,ENSMMUG00000001061,chr9,-,0.6620,0.0000,15,-,0.6720,0.3020
train,ENSG00000173065,ENSMMUG00000021408,chr17,-,0.4350,0.0000,16,-,0.5160,0.6430
test,ENSG00000159899,ENSMMUG00000016334,chr9,+,0.5200,0.0000,15,-,0.7040,0.1940
train,ENSG00000182973,ENSMMUG00000006596,chr3,+,0.4410,0.0000,2,-,0.4200,1.0000
train,ENSG00000167685,ENSMMUG00000017498,chr19,+,0.4970,0.0000,19,+,0.5680,0.2590
train,ENSG00000164089,ENSMMUG00000011903,chr4,-,0.4830,0.0000,5,-,0.4300,0.3330
train,ENSG00000087266,ENSMMUG00000014335,chr4,+,0.6740,0.0000,5,+,0.6690,0.0810
train,ENSG00000157005,ENSMMUG00000000850,chr3,-,0.4240,0.0000,2,+,0.4010,0.0300
train,ENSG00000277363,ENSMMUG00000005041,chr17,-,0.7220,0.0000,16,-,0.6920,0.3060
train,ENSG00000115866,ENSMMUG00000040854,chr2,-,0.4070,0.0000,12,-,0.4990,0.0740
train,ENSG00000240183,ENSMMUG00000041264,chr2,+,0.4560,0.0000,13,+,0.4880,0.6340
train,ENSG00000100395,ENSMMUG00000014164,chr22,+,0.5230,0.0000,10,-,0.4800,0.6000
val,ENSG00000206660,ENSMMUG00000025130,chr10,+,0.6630,0.0000,9,+,0.6640,0.0200
train,ENSG00000141627,ENSMMUG00000001760,chr18,-,0.3950,0.0000,18,+,0.4780,0.4150
train,ENSG00000152700,ENSMMUG00000004417,chr5,-,0.4330,0.0000,6,-,0.5090,0.7740
train,ENSG00000184005,ENSMMUG00000005990,chr1,+,0.4840,0.0000,1,-,0.5280,0.1830
val,ENSG00000120594,ENSMMUG00000015370,chr10,+,0.6400,0.0000,9,+,0.6780,0.0940
test,ENSG00000169495,ENSMMUG00000006037,chr8,+,0.4400,0.0000,8,+,0.5290,0.4150
train,ENSG00000188984,ENSMMUG00000057874,chr1,+,0.5210,0.0000,1,-,0.5260,0.4140
train,ENSG00000251977,ENSMMUG00000036290,chr1,-,0.4870,0.0000,1,+,0.4940,0.6100
train,ENSG00000163739,ENSMMUG00000008367,chr4,+,0.5350,0.0000,5,-,0.5120,0.0070
train,ENSG00000166046,ENSMMUG00000003711,chr12,+,0.4190,0.0000,11,+,0.6290,0.1300
train,ENSG00000139428,ENSMMUG00000060209,chr12,-,0.5160,0.0000,11,-,0.5430,0.4290
val,ENSG00000150201,ENSMMUG00000050889,chr10,+,0.5910,0.0000,9,+,0.5550,0.2390
train,ENSG00000172409,ENSMMUG00000058453,chr11,+,0.5530,0.0000,14,-,0.5930,0.0070
train,ENSG00000106038,ENSMMUG00000056313,chr7,+,0.4760,0.0000,3,-,0.5270,0.1170
train,ENSG00000126581,ENSMMUG00000029971,chr17,-,0.5930,0.0000,16,-,0.5370,0.7880
train,ENSG00000120798,ENSMMUG00000018898,chr12,-,0.4570,0.0000,11,-,0.5080,0.3480
train,ENSG00000202119,ENSMMUG00000032838,chr6,+,0.4370,0.0000,4,+,0.4420,0.4550
val,ENSG00000107863,ENSMMUG00000016123,chr10,-,0.6440,0.0000,9,-,0.6840,0.2520
train,ENSG00000163673,ENSMMUG00000006812,chr3,-,0.5560,0.0000,2,-,0.4510,0.5300
train,ENSG00000112297,ENSMMUG00000008120,chr6,+,0.5140,0.0000,4,-,0.4640,0.1730
train,ENSG00000176390,ENSMMUG00000009069,chr17,-,0.5840,0.0000,16,-,0.5810,0.6670
train,ENSG00000284184,ENSMMUG00000041313,chr16,-,0.4420,0.0000,20,-,0.4080,0.0000
train,ENSG00000157456,ENSMMUG00000029628,chr15,+,0.4090,0.0000,7,+,0.3340,0.0370
train,ENSG00000165556,ENSMMUG00000052070,chr13,-,0.4260,0.0000,17,-,0.4810,0.1710
train,ENSG00000054654,ENSMMUG00000001008,chr14,+,0.4520,0.0000,7,+,0.4390,0.3240
train,ENSG00000171522,ENSMMUG00000016167,chr5,+,0.5980,0.0000,6,+,0.5930,0.1010
train,ENSG00000090061,ENSMMUG00000001201,chr14,+,0.7710,0.0000,7,+,0.7520,0.1670
train,ENSG00000275337,ENSMMUG00000038141,chr20,-,0.3670,0.0000,10,-,0.3540,1.0000
train,ENSG00000023572,ENSMMUG00000022645,chr1,-,0.3910,0.0000,1,-,0.3960,0.2470
train,ENSG00000101194,ENSMMUG00000005713,chr20,+,0.6220,0.0000,10,+,0.6140,0.3830
train,ENSG00000241652,ENSMMUG00000048727,chr4,+,0.3470,0.0000,5,+,0.3440,0.3370
train,ENSG00000145244,ENSMMUG00000021779,chr4,-,0.4140,0.0000,5,-,0.4230,0.0150
train,ENSG00000242651,ENSMMUG00000060093,chr18,-,0.4200,0.0000,18,-,0.4250,0.7140
test,ENSG00000196378,ENSMMUG00000014308,chr8,-,0.5770,0.0000,8,-,0.5730,0.0680
train,ENSG00000166573,ENSMMUG00000053003,chr18,+,0.5480,0.0000,18,-,0.7180,0.0690
train,ENSG00000252255,ENSMMUG00000064029,chr11,+,0.4360,0.0000,14,+,0.4330,0.9120
train,ENSG00000207051,ENSMMUG00000026639,chr13,+,0.4250,0.0000,17,+,0.4080,0.3110
train,ENSG00000012983,ENSMMUG00000020550,chr14,-,0.4230,0.0000,7,-,0.5580,0.1330
test,ENSG00000176919,ENSMMUG00000032142,chr9,+,0.7320,0.0000,15,-,0.7210,0.1360
train,ENSG00000197894,ENSMMUG00000003552,chr4,-,0.5190,0.0000,5,-,0.5400,0.3360
train,ENSG00000187682,ENSMMUG00000016467,chrX,+,0.6070,0.0000,X,+,0.4560,0.8900
train,ENSG00000171621,ENSMMUG00000002052,chr1,+,0.6290,0.0000,1,-,0.6140,0.0760
test,ENSG00000126882,ENSMMUG00000021278,chr9,-,0.7490,0.0000,15,+,0.7690,0.1740
train,ENSG00000181026,ENSMMUG00000022516,chr15,+,0.5310,0.0000,7,+,0.6100,0.0390
train,ENSG00000200903,ENSMMUG00000025282,chr17,-,0.4970,0.0000,16,+,0.4680,0.7330
train,ENSG00000135624,ENSMMUG00000012448,chr2,+,0.6010,0.0000,13,-,0.6230,0.2180
train,ENSG00000009335,ENSMMUG00000008733,chr7,+,0.5470,0.0000,3,+,0.5420,0.5710
train,ENSG00000005700,ENSMMUG00000010749,chr6,-,0.5380,0.0000,4,+,0.5450,0.1380
train,ENSG00000147118,ENSMMUG00000001258,chrX,-,0.5400,0.0000,X,-,0.4890,0.1140
train,ENSG00000135604,ENSMMUG00000019443,chr6,+,0.6320,0.0000,4,+,0.3790,0.7770
train,ENSG00000222011,ENSMMUG00000037761,chr7,+,0.4540,0.0000,3,+,0.5040,0.1440
train,ENSG00000178950,ENSMMUG00000016919,chr4,-,0.5630,0.0000,5,-,0.5830,0.1070
train,ENSG00000133958,ENSMMUG00000012388,chr14,+,0.7360,0.0000,7,+,0.3320,0.4140
test,ENSG00000179632,ENSMMUG00000007155,chr8,+,0.7100,0.0000,8,+,0.6280,0.2460
train,ENSG00000078687,ENSMMUG00000011924,chr17,+,0.6880,0.0000,16,+,0.3220,0.1470
train,ENSG00000140836,ENSMMUG00000021041,chr16,-,0.3790,0.0000,20,+,0.4620,0.3080
train,ENSG00000199791,ENSMMUG00000028042,chr2,+,0.3780,0.0000,12,+,0.3750,0.6050
train,ENSG00000111540,ENSMMUG00000031853,chr12,+,0.4910,0.0000,11,+,0.5140,0.1130
train,ENSG00000101546,ENSMMUG00000014855,chr18,+,0.7200,0.0000,18,-,0.7270,0.4950
train,ENSG00000213918,ENSMMUG00000021866,chr16,+,0.6220,0.0000,20,+,0.6190,0.2160
train,ENSG00000122550,ENSMMUG00000001562,chr7,+,0.4610,0.0000,3,-,0.4690,0.3260
train,ENSG00000172594,ENSMMUG00000054098,chr6,+,0.4120,0.0000,4,+,0.4710,0.2750
train,ENSG00000102978,ENSMMUG00000020474,chr16,+,0.4400,0.0000,20,+,0.5070,0.0440
train,ENSG00000162636,ENSMMUG00000009429,chr1,+,0.4850,0.0000,1,-,0.6120,0.1720
train,ENSG00000140470,ENSMMUG00000021160,chr15,-,0.5420,0.0000,7,-,0.5490,0.2730
test,ENSG00000107282,ENSMMUG00000011401,chr9,-,0.6990,0.0000,15,-,0.6740,0.1730
train,ENSG00000173113,ENSMMUG00000019647,chr11,-,0.6370,0.0000,14,+,0.5190,0.4510
train,ENSG00000112053,ENSMMUG00000008442,chr6,-,0.4320,0.0000,4,+,0.4280,0.6310
train,ENSG00000177370,ENSMMUG00000008129,chr17,+,0.5590,0.0000,16,+,0.5630,0.4350
train,ENSG00000183520,ENSMMUG00000020834,chr1,+,0.4980,0.0000,1,-,0.5560,0.6190
